investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,units
INV003903,2024-11-26,119094,Redemption,453394,Karnataka,Mysore,B30,18-25,Female,6.6,Mandate,Verified,4533.94
INV000488,2024-11-26,149324,SIP,8609,Karnataka,Mysore,B30,56+,Male,31.4,Cheque,Verified,86.09
INV003733,2024-11-26,101206,Redemption,278385,Telangana,Hyderabad,T30,26-35,Male,12.6,Cheque,Verified,2783.85
INV001428,2024-11-26,119598,SIP,6550,Delhi,New Delhi,T30,26-35,Male,17.8,UPI,Verified,65.5
INV004280,2024-11-26,120505,SIP,2211,Rajasthan,Jaipur,T30,26-35,Female,8.5,Cheque,Verified,22.11
INV001093,2024-11-26,100016,SIP,11976,West Bengal,Kolkata,T30,46-55,Female,65.2,Mandate,Verified,119.76
INV002402,2024-11-26,100016,SIP,2146,Uttar Pradesh,Lucknow,T30,46-55,Male,55.5,UPI,Verified,21.46
INV003178,2024-11-26,119092,SIP,9009,Telangana,Hyderabad,T30,46-55,Female,60.9,Cheque,Verified,90.09
INV004353,2024-11-26,148568,SIP,2503,Uttar Pradesh,Agra,B30,56+,Male,31.2,Net Banking,Verified,25.03
INV002796,2024-11-26,101206,SIP,7299,Telangana,Hyderabad,T30,36-45,Male,48.8,Mandate,Verified,72.99
INV002547,2024-11-26,100033,SIP,2743,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified,27.43
INV003184,2024-11-26,120844,SIP,16580,Maharashtra,Pune,T30,26-35,Male,8.1,Net Banking,Pending,165.8
INV001525,2024-11-26,119551,SIP,2170,Maharashtra,Mumbai,T30,36-45,Male,55.8,Net Banking,Verified,21.7
INV000417,2024-11-26,119552,Lumpsum,190436,Haryana,Gurugram,T30,26-35,Female,13.5,UPI,Verified,1904.36
INV000138,2024-11-26,119095,Lumpsum,529414,Telangana,Hyderabad,T30,26-35,Male,24.7,Cheque,Verified,5294.14
INV001543,2024-11-26,102886,Lumpsum,366789,Delhi,New Delhi,T30,26-35,Male,21.1,UPI,Verified,3667.89
INV004459,2024-11-26,149324,SIP,29574,Maharashtra,Pune,T30,26-35,Female,9.2,Mandate,Verified,295.74
INV002475,2024-11-26,120842,SIP,15813,Delhi,New Delhi,T30,26-35,Male,14.4,UPI,Verified,158.13
INV000445,2024-11-26,148568,SIP,11937,Madhya Pradesh,Bhopal,B30,26-35,Female,24.7,Mandate,Verified,119.37
INV003040,2024-11-26,102887,Lumpsum,539353,Karnataka,Bangalore,T30,26-35,Female,15.3,Net Banking,Verified,5393.53
INV001499,2024-11-26,120507,Lumpsum,269589,Karnataka,Mysore,B30,26-35,Male,12.9,Cheque,Verified,2695.89
INV002382,2024-11-26,149322,Redemption,82019,Maharashtra,Mumbai,T30,26-35,Male,18.5,UPI,Verified,820.19
INV000014,2024-11-26,149322,SIP,26429,Tamil Nadu,Chennai,T30,18-25,Male,4.3,Mandate,Verified,264.29
INV004696,2024-11-26,100016,Redemption,415022,Tamil Nadu,Coimbatore,B30,46-55,Female,70.2,Net Banking,Verified,4150.22
INV000741,2024-11-26,120507,Lumpsum,224343,Rajasthan,Udaipur,B30,26-35,Male,17.4,Cheque,Verified,2243.43
INV000290,2024-11-26,119552,Redemption,311948,Punjab,Chandigarh,T30,26-35,Male,17.9,Net Banking,Verified,3119.48
INV000799,2024-11-26,120504,SIP,1069,Madhya Pradesh,Indore,T30,18-25,Male,4.6,Net Banking,Pending,10.69
INV001224,2024-11-26,120841,Lumpsum,28823,West Bengal,Kolkata,T30,18-25,Female,6.8,Mandate,Verified,288.23
INV002271,2024-11-26,120505,SIP,1728,Tamil Nadu,Chennai,T30,46-55,Female,75.9,Net Banking,Verified,17.28
INV004038,2024-11-26,149323,SIP,6661,Gujarat,Surat,T30,26-35,Female,24.6,Cheque,Verified,66.61
INV001997,2024-11-26,120843,SIP,13679,Delhi,New Delhi,T30,56+,Female,24.8,UPI,Verified,136.79
INV000540,2024-11-26,120505,SIP,17279,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Net Banking,Verified,172.79
INV000260,2024-11-26,100025,Redemption,77198,Delhi,Gurugram,T30,18-25,Male,4.1,Cheque,Verified,771.98
INV003477,2024-11-26,101208,SIP,13810,Delhi,Gurugram,T30,36-45,Female,23.1,Net Banking,Verified,138.1
INV001174,2024-11-26,149322,Lumpsum,34497,Maharashtra,Nashik,B30,36-45,Male,12.7,Mandate,Pending,344.97
INV000523,2024-11-26,120506,SIP,3428,West Bengal,Kolkata,T30,36-45,Male,13.1,Net Banking,Verified,34.28
INV001361,2024-11-26,120503,SIP,3423,West Bengal,Kolkata,T30,26-35,Female,21.1,Net Banking,Verified,34.23
INV000441,2024-11-26,120842,SIP,17682,Tamil Nadu,Chennai,T30,26-35,Female,8.3,Mandate,Verified,176.82
INV000694,2024-11-26,119094,Redemption,463782,Rajasthan,Jaipur,T30,46-55,Male,50.6,Cheque,Verified,4637.82
INV001278,2024-11-26,119120,Lumpsum,531788,Uttar Pradesh,Agra,B30,36-45,Female,16.0,UPI,Verified,5317.88
INV004885,2024-11-26,148567,Redemption,355268,Punjab,Amritsar,B30,26-35,Male,11.7,UPI,Verified,3552.68
INV004606,2024-11-26,120503,SIP,55294,Gujarat,Surat,T30,36-45,Male,57.2,Mandate,Verified,552.94
INV000732,2024-11-26,148567,SIP,16475,Haryana,Faridabad,B30,46-55,Female,40.8,Net Banking,Verified,164.75
INV000796,2024-11-26,149323,SIP,7066,Madhya Pradesh,Indore,T30,18-25,Male,5.0,Mandate,Verified,70.66
INV002430,2024-11-26,148568,Redemption,120835,Madhya Pradesh,Bhopal,B30,26-35,Male,16.2,Mandate,Verified,1208.35
INV000813,2024-11-26,101208,SIP,51788,Telangana,Hyderabad,T30,46-55,Male,38.7,Cheque,Verified,517.88
INV002463,2024-11-26,148569,SIP,15509,Punjab,Amritsar,B30,18-25,Male,7.0,Cheque,Verified,155.09
INV002845,2024-11-26,119598,SIP,2698,Gujarat,Surat,T30,26-35,Female,17.5,Cheque,Verified,26.98
INV000732,2024-11-26,119598,SIP,2300,Haryana,Faridabad,B30,46-55,Female,40.8,Net Banking,Verified,23.0
INV004316,2024-11-27,125498,Lumpsum,350404,Karnataka,Bangalore,T30,46-55,Male,79.5,Net Banking,Verified,3504.04
INV003801,2024-11-27,102887,Lumpsum,132155,Punjab,Chandigarh,T30,26-35,Male,17.8,UPI,Verified,1321.55
INV000259,2024-11-27,119092,SIP,48685,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,Cheque,Verified,486.85
INV001877,2024-11-27,119095,SIP,8876,Tamil Nadu,Coimbatore,B30,56+,Male,62.1,UPI,Verified,88.76
INV002431,2024-11-27,120507,Lumpsum,497328,Delhi,Noida,T30,26-35,Female,14.8,Cheque,Verified,4973.28
INV000210,2024-11-27,119093,SIP,28593,Rajasthan,Jaipur,T30,26-35,Male,9.1,Cheque,Verified,285.93
INV004182,2024-11-27,120505,Redemption,204454,Delhi,New Delhi,T30,26-35,Male,10.8,Net Banking,Verified,2044.54
INV001133,2024-11-27,118635,SIP,7057,Madhya Pradesh,Bhopal,B30,26-35,Male,21.0,Net Banking,Verified,70.57
INV001780,2024-11-27,118634,Lumpsum,224445,Punjab,Amritsar,B30,46-55,Male,84.1,Cheque,Verified,2244.45
INV000259,2024-11-27,149324,Lumpsum,24432,Tamil Nadu,Coimbatore,B30,36-45,Male,17.2,UPI,Verified,244.32
INV002388,2024-11-27,120841,SIP,13793,Haryana,Faridabad,B30,18-25,Male,4.8,Mandate,Verified,137.93
INV001467,2024-11-27,149323,SIP,4488,Punjab,Chandigarh,T30,36-45,Male,32.5,Mandate,Verified,44.88
INV003787,2024-11-27,119599,SIP,23674,Karnataka,Mysore,B30,46-55,Male,29.3,Net Banking,Verified,236.74
INV003009,2024-11-27,100016,SIP,3372,Karnataka,Bangalore,T30,26-35,Male,20.1,Net Banking,Pending,33.72
INV002022,2024-11-27,118632,SIP,494,Tamil Nadu,Coimbatore,B30,26-35,Male,6.8,Net Banking,Verified,4.94
INV000679,2024-11-27,149324,SIP,17742,Haryana,Faridabad,B30,46-55,Female,79.1,Cheque,Verified,177.42
INV000744,2024-11-27,149323,SIP,583,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,UPI,Verified,5.83
INV001810,2024-11-27,102885,Lumpsum,208253,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Net Banking,Verified,2082.53
INV004102,2024-11-27,101206,SIP,519,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Net Banking,Verified,5.19
INV000348,2024-11-27,101207,SIP,24299,Madhya Pradesh,Bhopal,B30,46-55,Female,94.4,Cheque,Verified,242.99
INV002497,2024-11-27,148568,SIP,1152,Telangana,Hyderabad,T30,26-35,Female,13.0,UPI,Verified,11.52
INV003883,2024-11-27,101206,SIP,24465,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,Verified,244.65
INV001198,2024-11-27,102885,SIP,448,Maharashtra,Mumbai,T30,26-35,Female,20.4,Net Banking,Verified,4.48
INV002174,2024-11-27,148569,SIP,483,Gujarat,Ahmedabad,T30,36-45,Male,25.1,Mandate,Verified,4.83
INV004891,2024-11-27,100016,SIP,53130,Telangana,Hyderabad,T30,46-55,Female,83.5,Mandate,Verified,531.3
INV002374,2024-11-27,119094,SIP,1882,Uttar Pradesh,Kanpur,B30,26-35,Female,8.6,UPI,Verified,18.82
INV000573,2024-11-27,118634,SIP,463,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,Cheque,Verified,4.63
INV002368,2024-11-27,148567,SIP,2377,Telangana,Hyderabad,T30,26-35,Male,13.7,Net Banking,Verified,23.77
INV003568,2024-11-27,102887,SIP,1968,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Cheque,Verified,19.68
INV003359,2024-11-27,120507,Redemption,374014,Gujarat,Ahmedabad,T30,26-35,Male,18.4,Mandate,Verified,3740.14
INV001628,2024-11-27,118632,SIP,15580,Rajasthan,Jaipur,T30,36-45,Female,45.6,Cheque,Verified,155.8
INV001857,2024-11-27,148568,Redemption,173090,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Mandate,Verified,1730.9
INV000093,2024-11-27,118635,SIP,923,Maharashtra,Mumbai,T30,36-45,Female,59.0,UPI,Verified,9.23
INV004179,2024-11-27,119120,SIP,2248,Maharashtra,Pune,T30,26-35,Female,19.3,UPI,Verified,22.48
INV001725,2024-11-27,148568,Redemption,284774,Tamil Nadu,Coimbatore,B30,36-45,Male,30.0,Mandate,Verified,2847.74
INV002565,2024-11-27,101207,Lumpsum,273619,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Verified,2736.19
INV002292,2024-11-27,125497,Lumpsum,248957,Rajasthan,Udaipur,B30,36-45,Male,54.1,UPI,Verified,2489.57
INV003086,2024-11-27,100033,SIP,2406,West Bengal,Kolkata,T30,26-35,Male,20.2,UPI,Verified,24.06
INV001537,2024-11-27,120504,SIP,29928,Madhya Pradesh,Indore,T30,46-55,Male,74.7,Mandate,Verified,299.28
INV001001,2024-11-27,102885,SIP,7839,Madhya Pradesh,Indore,T30,26-35,Female,20.7,UPI,Verified,78.39
INV002289,2024-11-27,119599,Redemption,212202,Karnataka,Bangalore,T30,26-35,Female,6.4,Mandate,Verified,2122.02
INV003022,2024-11-27,119094,Lumpsum,272129,Telangana,Hyderabad,T30,46-55,Male,60.2,Mandate,Verified,2721.29
INV002164,2024-11-27,148567,SIP,835,Punjab,Amritsar,B30,56+,Male,37.0,Cheque,Verified,8.35
INV001484,2024-11-27,120844,Redemption,319513,Tamil Nadu,Chennai,T30,36-45,Male,13.1,UPI,Verified,3195.13
INV001643,2024-11-27,119094,Lumpsum,49893,Punjab,Amritsar,B30,36-45,Male,28.4,Mandate,Verified,498.93
INV002561,2024-11-27,148569,SIP,2132,Gujarat,Ahmedabad,T30,18-25,Female,4.6,UPI,Verified,21.32
INV000865,2024-11-27,120843,SIP,5017,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,Verified,50.17
INV004173,2024-11-27,120507,SIP,3545,West Bengal,Kolkata,T30,26-35,Male,16.9,UPI,Pending,35.45
INV002976,2024-11-27,119093,Lumpsum,173194,Tamil Nadu,Coimbatore,B30,26-35,Male,23.7,Mandate,Pending,1731.94
INV000779,2024-11-27,119120,Lumpsum,24109,Gujarat,Ahmedabad,T30,36-45,Male,35.3,Mandate,Verified,241.09
INV003496,2024-11-27,119598,Lumpsum,304185,Telangana,Hyderabad,T30,26-35,Male,14.9,UPI,Verified,3041.85
INV004275,2024-11-27,119551,Lumpsum,73596,Tamil Nadu,Chennai,T30,36-45,Male,21.6,Mandate,Verified,735.96
INV002552,2024-11-27,119598,Lumpsum,256492,Delhi,Gurugram,T30,36-45,Male,24.4,Mandate,Verified,2564.92
INV004105,2024-11-28,120843,Redemption,128353,Tamil Nadu,Coimbatore,B30,26-35,Female,22.1,Cheque,Verified,1283.53
INV001759,2024-11-28,119093,Lumpsum,306869,Haryana,Faridabad,B30,36-45,Female,25.6,Mandate,Verified,3068.69
INV001917,2024-11-28,120842,Lumpsum,381400,Telangana,Hyderabad,T30,26-35,Male,22.9,Cheque,Verified,3814.0
INV004804,2024-11-28,149324,Lumpsum,23498,Maharashtra,Mumbai,T30,36-45,Male,44.1,Cheque,Verified,234.98
INV000221,2024-11-28,120504,SIP,6052,Uttar Pradesh,Agra,B30,36-45,Female,46.2,Mandate,Verified,60.52
INV000568,2024-11-28,119094,Redemption,272246,Delhi,New Delhi,T30,36-45,Male,48.4,UPI,Verified,2722.46
INV000056,2024-11-28,125497,SIP,5976,Haryana,Faridabad,B30,26-35,Female,22.5,Mandate,Verified,59.76
INV000567,2024-11-28,125497,SIP,5552,Delhi,New Delhi,T30,26-35,Male,9.1,Mandate,Verified,55.52
INV004296,2024-11-28,100033,SIP,870,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified,8.7
INV000407,2024-11-28,120841,SIP,2304,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,UPI,Verified,23.04
INV002126,2024-11-28,119599,SIP,8160,Delhi,New Delhi,T30,26-35,Female,22.0,Net Banking,Verified,81.6
INV001217,2024-11-28,120507,Lumpsum,188866,Rajasthan,Jaipur,T30,26-35,Male,21.5,Mandate,Verified,1888.66
INV003003,2024-11-28,120505,SIP,2039,West Bengal,Kolkata,T30,18-25,Female,3.1,UPI,Verified,20.39
INV003342,2024-11-28,102887,SIP,1835,Tamil Nadu,Chennai,T30,56+,Male,32.8,Cheque,Verified,18.35
INV001752,2024-11-28,120503,SIP,8953,Rajasthan,Udaipur,B30,26-35,Female,13.4,Cheque,Verified,89.53
INV001847,2024-11-28,148568,Redemption,126230,Maharashtra,Nashik,B30,56+,Male,53.4,UPI,Verified,1262.3
INV004410,2024-11-28,119092,SIP,5205,Tamil Nadu,Chennai,T30,36-45,Male,45.5,Net Banking,Verified,52.05
INV002706,2024-11-28,118636,SIP,2012,Haryana,Faridabad,B30,46-55,Female,22.8,UPI,Verified,20.12
INV001458,2024-11-28,100033,Redemption,117595,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,Mandate,Verified,1175.95
INV000013,2024-11-28,119094,SIP,6062,Maharashtra,Nashik,B30,18-25,Male,5.2,Net Banking,Verified,60.62
INV003804,2024-11-28,148569,SIP,916,Karnataka,Bangalore,T30,46-55,Male,81.9,Cheque,Verified,9.16
INV004006,2024-11-28,102886,Redemption,36006,Tamil Nadu,Coimbatore,B30,56+,Male,59.1,UPI,Verified,360.06
INV004337,2024-11-28,148569,SIP,28000,Delhi,Noida,T30,18-25,Male,4.0,UPI,Verified,280.0
INV003979,2024-11-28,119095,Lumpsum,86291,Madhya Pradesh,Indore,T30,36-45,Male,44.4,UPI,Verified,862.91
INV002277,2024-11-28,118633,SIP,591,Haryana,Gurugram,T30,26-35,Female,10.3,Mandate,Verified,5.91
INV001579,2024-11-28,119552,SIP,25418,Karnataka,Bangalore,T30,46-55,Male,71.1,Mandate,Verified,254.18
INV000011,2024-11-28,120841,Lumpsum,33539,West Bengal,Kolkata,T30,26-35,Male,9.6,Cheque,Pending,335.39
INV004458,2024-11-28,100016,SIP,1025,Gujarat,Ahmedabad,T30,26-35,Female,12.3,Cheque,Verified,10.25
INV003457,2024-11-28,119120,SIP,5879,Karnataka,Bangalore,T30,36-45,Male,48.6,Cheque,Verified,58.79
INV002170,2024-11-28,120503,Lumpsum,114842,Delhi,New Delhi,T30,26-35,Female,14.7,Mandate,Verified,1148.42
INV004167,2024-11-28,100025,Redemption,296810,Haryana,Gurugram,T30,36-45,Male,59.7,UPI,Verified,2968.1
INV002080,2024-11-28,102885,SIP,49604,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,Net Banking,Verified,496.04
INV000440,2024-11-28,148569,SIP,2869,Uttar Pradesh,Agra,B30,18-25,Male,6.7,Cheque,Verified,28.69
INV003460,2024-11-28,118634,SIP,465,Delhi,New Delhi,T30,26-35,Male,14.6,Mandate,Verified,4.65
INV002612,2024-11-28,101206,SIP,13652,Telangana,Hyderabad,T30,26-35,Male,16.2,Net Banking,Verified,136.52
INV002775,2024-11-28,101206,Lumpsum,59851,Haryana,Faridabad,B30,18-25,Female,5.9,Cheque,Verified,598.51
INV003392,2024-11-28,100025,Lumpsum,369395,West Bengal,Kolkata,T30,56+,Male,16.5,UPI,Verified,3693.95
INV001992,2024-11-28,101207,SIP,3127,Telangana,Hyderabad,T30,18-25,Male,3.3,Mandate,Verified,31.27
INV002509,2024-11-28,120503,SIP,4601,Maharashtra,Mumbai,T30,36-45,Female,19.9,UPI,Verified,46.01
INV003656,2024-11-28,102887,Lumpsum,496073,Rajasthan,Udaipur,B30,36-45,Female,58.5,Mandate,Verified,4960.73
INV004063,2024-11-28,100016,Lumpsum,407822,Haryana,Gurugram,T30,36-45,Male,19.3,Mandate,Verified,4078.22
INV004347,2024-11-28,149322,SIP,11865,West Bengal,Kolkata,T30,36-45,Male,20.5,UPI,Verified,118.65
INV004212,2024-11-28,149324,SIP,50478,Uttar Pradesh,Kanpur,B30,36-45,Male,41.5,UPI,Verified,504.78
INV001746,2024-11-28,119095,SIP,29685,Rajasthan,Udaipur,B30,26-35,Male,11.2,Net Banking,Verified,296.85
INV004154,2024-11-28,101208,SIP,1024,Karnataka,Mysore,B30,18-25,Male,4.7,Mandate,Verified,10.24
INV003116,2024-11-28,120505,SIP,5915,Rajasthan,Udaipur,B30,26-35,Female,8.7,Mandate,Verified,59.15
INV000027,2024-11-28,119599,Lumpsum,244519,Punjab,Chandigarh,T30,26-35,Male,20.7,Cheque,Verified,2445.19
INV000808,2024-11-28,100016,Lumpsum,145780,Punjab,Chandigarh,T30,36-45,Male,34.9,UPI,Verified,1457.8
INV002158,2024-11-28,125498,SIP,1068,Madhya Pradesh,Indore,T30,26-35,Male,14.5,Cheque,Verified,10.68
INV002684,2024-11-28,125498,Lumpsum,214224,Delhi,New Delhi,T30,36-45,Female,56.2,Net Banking,Verified,2142.24
INV002341,2024-11-28,119598,Redemption,16122,West Bengal,Kolkata,T30,36-45,Female,50.8,Net Banking,Verified,161.22
INV003214,2024-11-28,120841,SIP,2843,Punjab,Chandigarh,T30,36-45,Male,18.2,Cheque,Verified,28.43
INV000810,2024-11-28,119598,SIP,8259,Rajasthan,Jaipur,T30,26-35,Male,11.2,Mandate,Verified,82.59
INV003335,2024-11-29,102886,SIP,2397,Maharashtra,Pune,T30,18-25,Male,4.1,Cheque,Verified,23.97
INV000632,2024-11-29,120841,SIP,56001,Delhi,Gurugram,T30,36-45,Male,49.1,Cheque,Verified,560.01
INV000079,2024-11-29,119551,Lumpsum,210536,Gujarat,Surat,T30,26-35,Male,17.0,Mandate,Verified,2105.36
INV001128,2024-11-29,120504,Redemption,359838,West Bengal,Kolkata,T30,36-45,Female,43.2,UPI,Verified,3598.38
INV002775,2024-11-29,102886,Lumpsum,511176,Haryana,Faridabad,B30,18-25,Female,5.9,UPI,Verified,5111.76
INV000950,2024-11-29,118633,SIP,3375,Punjab,Amritsar,B30,36-45,Male,33.1,UPI,Verified,33.75
INV001828,2024-11-29,119094,SIP,2895,Gujarat,Surat,T30,36-45,Male,27.7,Mandate,Verified,28.95
INV002994,2024-11-29,118632,SIP,1104,Karnataka,Mysore,B30,18-25,Male,8.0,UPI,Verified,11.04
INV002891,2024-11-29,119094,Redemption,15594,Haryana,Faridabad,B30,36-45,Female,56.5,Net Banking,Verified,155.94
INV004907,2024-11-29,149322,SIP,470,Gujarat,Ahmedabad,T30,26-35,Male,20.7,Cheque,Pending,4.7
INV000815,2024-11-29,119094,Lumpsum,488807,Karnataka,Mysore,B30,26-35,Male,9.2,UPI,Pending,4888.07
INV000511,2024-11-29,101208,Lumpsum,218491,Punjab,Chandigarh,T30,46-55,Male,88.7,UPI,Verified,2184.91
INV003555,2024-11-29,120507,Redemption,237605,Karnataka,Mysore,B30,26-35,Male,18.6,Mandate,Verified,2376.05
INV003455,2024-11-29,119599,SIP,3301,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,Net Banking,Verified,33.01
INV002711,2024-11-29,100025,SIP,1842,Haryana,Gurugram,T30,26-35,Male,12.4,Mandate,Verified,18.42
INV002051,2024-11-29,102885,Redemption,8455,Gujarat,Ahmedabad,T30,46-55,Female,56.2,Cheque,Verified,84.55
INV003089,2024-11-29,149324,SIP,5709,Uttar Pradesh,Agra,B30,26-35,Male,14.1,Mandate,Verified,57.09
INV004528,2024-11-29,100025,SIP,2725,Madhya Pradesh,Indore,T30,46-55,Male,82.5,Net Banking,Verified,27.25
INV002895,2024-11-29,118636,SIP,26466,Madhya Pradesh,Bhopal,B30,26-35,Male,10.7,Cheque,Verified,264.66
INV000710,2024-11-29,120843,Redemption,248086,Delhi,Noida,T30,26-35,Male,6.1,UPI,Verified,2480.86
INV003320,2024-11-29,149323,SIP,49139,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Cheque,Verified,491.39
INV000994,2024-11-29,148569,Lumpsum,29045,Maharashtra,Pune,T30,26-35,Female,6.1,Net Banking,Verified,290.45
INV000707,2024-11-29,125497,SIP,469,Karnataka,Mysore,B30,36-45,Female,46.6,Cheque,Verified,4.69
INV003104,2024-11-29,120841,SIP,26204,Uttar Pradesh,Lucknow,T30,26-35,Male,7.8,Cheque,Verified,262.04
INV004106,2024-11-29,100016,SIP,1142,Gujarat,Surat,T30,26-35,Male,16.3,Cheque,Pending,11.42
INV002251,2024-11-29,119552,SIP,2067,Punjab,Chandigarh,T30,26-35,Female,16.8,Cheque,Verified,20.67
INV003979,2024-11-29,118635,Lumpsum,190895,Madhya Pradesh,Indore,T30,36-45,Male,44.4,UPI,Verified,1908.95
INV000633,2024-11-29,125497,Redemption,63143,Karnataka,Bangalore,T30,46-55,Male,69.2,UPI,Verified,631.43
INV003085,2024-11-29,149323,Lumpsum,353272,Delhi,Gurugram,T30,36-45,Female,29.2,Mandate,Verified,3532.72
INV003064,2024-11-29,119599,SIP,2237,Karnataka,Bangalore,T30,26-35,Male,6.5,Net Banking,Verified,22.37
INV000802,2024-11-29,148567,Lumpsum,406938,Gujarat,Ahmedabad,T30,36-45,Male,34.4,UPI,Verified,4069.38
INV004389,2024-11-29,102887,SIP,23118,Karnataka,Mysore,B30,36-45,Male,53.3,Mandate,Verified,231.18
INV000309,2024-11-29,119092,SIP,29421,Delhi,Gurugram,T30,26-35,Male,18.1,Net Banking,Verified,294.21
INV002033,2024-11-29,120505,SIP,487,Gujarat,Ahmedabad,T30,46-55,Male,18.9,Cheque,Verified,4.87
INV000735,2024-11-29,119094,Lumpsum,53001,Maharashtra,Pune,T30,36-45,Male,57.7,Mandate,Verified,530.01
INV001701,2024-11-29,118635,SIP,5308,Karnataka,Mysore,B30,26-35,Female,24.4,UPI,Verified,53.08
INV001671,2024-11-29,120841,Redemption,470068,Punjab,Chandigarh,T30,56+,Male,31.2,Cheque,Verified,4700.68
INV004582,2024-11-29,149322,SIP,986,Tamil Nadu,Chennai,T30,56+,Male,67.1,Net Banking,Verified,9.86
INV003280,2024-11-29,148568,Lumpsum,148787,Haryana,Faridabad,B30,26-35,Female,9.0,UPI,Verified,1487.87
INV001113,2024-11-29,148569,SIP,3200,Rajasthan,Jaipur,T30,26-35,Female,11.7,Cheque,Verified,32.0
INV001348,2024-11-29,149323,SIP,988,Haryana,Gurugram,T30,26-35,Female,8.6,Mandate,Pending,9.88
INV000782,2024-11-29,119093,SIP,14288,Telangana,Hyderabad,T30,18-25,Male,4.4,UPI,Verified,142.88
INV004585,2024-11-29,119552,SIP,7937,Punjab,Amritsar,B30,18-25,Female,4.5,Cheque,Verified,79.37
INV000524,2024-11-29,148568,SIP,3280,West Bengal,Kolkata,T30,56+,Male,37.4,Cheque,Verified,32.8
INV000749,2024-11-29,119552,Lumpsum,448366,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Cheque,Verified,4483.66
INV002870,2024-11-29,102886,Redemption,108480,Karnataka,Mysore,B30,26-35,Female,23.7,Mandate,Verified,1084.8
INV003006,2024-11-29,149322,Lumpsum,330917,West Bengal,Kolkata,T30,26-35,Male,9.5,Cheque,Pending,3309.17
INV001959,2024-11-29,119093,SIP,3339,Tamil Nadu,Chennai,T30,18-25,Female,4.7,Net Banking,Verified,33.39
INV000228,2024-11-29,120503,Redemption,346008,Karnataka,Bangalore,T30,26-35,Male,7.2,Cheque,Verified,3460.08
INV003913,2024-11-29,119095,SIP,948,Telangana,Hyderabad,T30,36-45,Male,51.7,Mandate,Pending,9.48
INV000135,2024-11-29,119094,Lumpsum,37530,Punjab,Amritsar,B30,18-25,Male,5.7,Net Banking,Verified,375.3
INV002602,2024-11-29,119094,Redemption,297065,Gujarat,Surat,T30,56+,Female,45.7,Mandate,Pending,2970.65
INV002583,2024-11-29,119599,SIP,2094,Gujarat,Ahmedabad,T30,46-55,Male,48.5,Mandate,Pending,20.94
INV000746,2024-11-29,102885,Lumpsum,266749,Madhya Pradesh,Bhopal,B30,36-45,Male,49.8,Mandate,Pending,2667.49
INV004573,2024-11-29,119095,Lumpsum,8485,Madhya Pradesh,Indore,T30,36-45,Female,36.8,Cheque,Verified,84.85
INV004094,2024-11-29,120506,SIP,2541,Haryana,Faridabad,B30,26-35,Female,10.0,Net Banking,Verified,25.41
INV004849,2024-11-29,120843,Lumpsum,128399,Maharashtra,Pune,T30,46-55,Female,21.9,Net Banking,Verified,1283.99
INV003956,2024-11-29,119599,Lumpsum,441363,Punjab,Amritsar,B30,36-45,Male,32.3,UPI,Verified,4413.63
INV002852,2024-11-29,100025,Redemption,169113,West Bengal,Kolkata,T30,46-55,Male,69.5,UPI,Verified,1691.13
INV003022,2024-11-29,119120,SIP,55925,Telangana,Hyderabad,T30,46-55,Male,60.2,UPI,Verified,559.25
INV003215,2024-11-29,119095,SIP,2616,Gujarat,Surat,T30,26-35,Female,20.9,Net Banking,Verified,26.16
INV000972,2024-11-29,120507,Lumpsum,333486,Telangana,Hyderabad,T30,18-25,Female,5.9,Net Banking,Verified,3334.86
INV002344,2024-11-29,148567,SIP,5151,Punjab,Chandigarh,T30,46-55,Female,92.9,Mandate,Verified,51.51
INV003830,2024-11-29,119093,Lumpsum,310352,Punjab,Amritsar,B30,26-35,Male,17.6,Cheque,Verified,3103.52
INV004788,2024-11-29,119598,SIP,8673,Punjab,Amritsar,B30,18-25,Male,5.0,Cheque,Verified,86.73
INV001308,2024-11-29,118634,SIP,47513,Rajasthan,Jaipur,T30,36-45,Male,19.3,Cheque,Verified,475.13
INV004885,2024-11-29,119551,Lumpsum,26363,Punjab,Amritsar,B30,26-35,Male,11.7,Mandate,Verified,263.63
